Image_Name,ID
face_1.jpg,1
face_10.jpg,2
face_11.jpg,3
face_12.jpg,4
face_13.jpg,5
face_14.jpg,6
face_15.jpg,7
face_16.jpg,8
face_17.jpg,9
face_2.jpg,10
face_3.jpg,11
face_4.jpg,12
face_5.jpg,13
face_6.jpg,14
face_7.jpg,15
face_8.jpg,16
face_9.jpg,17
Total no. of unique individuals,17
